area_name,pctdem2016,votes_dem_2016,votes_gop_2016,total_votes_2016,state_abbr,Obama,Romney,population2014,population2010,population_change,age65plus,White,Black,Hispanic,NonEnglish,Edu_highschool,Edu_batchelors,Income,Poverty,Density
Bay County,0.248866909,21689,62010,87151,FL,0.276035273,0.712265451,178985,168852,6,16.1,0.824,0.113,0.057,6.3,87,21.1,24498,14.7,222.6
Bradford County,0.241692842,2924,8913,12098,FL,0.28578798,0.706388101,26702,28520,-6.4,17.6,0.782,0.191,0.038,2.9,75.5,9.2,17749,18.2,97
Brevard County,0.380244769,119525,181620,314337,FL,0.430719009,0.557855582,556885,543378,2.5,22.6,0.838,0.107,0.093,10.1,90.2,26.3,27009,13.5,535
Broward County,0.664719744,546956,258521,822837,FL,0.671944976,0.322752878,1869235,1748148,6.9,15.3,0.649,0.289,0.275,37.8,87.8,29.9,28205,14.3,1444.9
Calhoun County,0.20372507,1236,4647,6067,FL,0.270481144,0.709687906,14532,14625,-0.6,17.3,0.818,0.136,0.058,6,73.5,7.8,14675,23.5,25.8
Charlotte County,0.346968014,33421,60196,96323,FL,0.423981858,0.566805254,168474,159989,5.3,37.7,0.905,0.062,0.067,11,88.8,21.2,26286,12.6,235.2
Citrus County,0.286028396,22765,54377,79590,FL,0.384900505,0.604101565,139377,141236,-1.3,35.2,0.933,0.031,0.052,5.9,86,16.6,23148,16.8,242.8
Clay County,0.261068229,27768,74898,106363,FL,0.266652166,0.724979026,199798,190865,4.7,14.2,0.824,0.109,0.092,9.8,90.2,24,26577,9.8,315.8
Collier County,0.357414739,60941,105297,170505,FL,0.346646096,0.647357124,348777,321520,8.5,29.4,0.897,0.072,0.267,31.6,85.8,31.7,36439,14.1,160.9
Columbia County,0.264810427,7599,20359,28696,FL,0.311526709,0.678459669,67857,67532,0.5,17.3,0.78,0.185,0.056,7.2,82.6,13.3,19306,19.8,84.7
DeSoto County,0.349502834,3761,6744,10761,FL,0.42319781,0.566460509,35012,34862,0.4,19.7,0.835,0.132,0.305,29.2,71.3,10.6,15088,29.6,54.7
Dixie County,0.176339906,1270,5822,7202,FL,0.259040484,0.727849013,15907,16422,-3.1,22,0.885,0.091,0.037,2.9,78.5,8.4,16851,17.4,23.3
Duval County,0.474949502,203627,210061,428734,FL,0.477668313,0.513849823,897698,864263,3.9,12.8,0.62,0.301,0.086,13.2,87.9,26.4,26143,16.9,1133.9
Escambia County,0.37671906,57114,88370,151609,FL,0.391794112,0.59739271,310659,297619,4.4,15.7,0.699,0.228,0.055,7.9,87.9,23.7,23441,18.1,453.4
Flagler County,0.382927212,21985,33804,57413,FL,0.458676787,0.53304078,102408,95696,7,28.4,0.837,0.115,0.098,15.5,90.2,23.3,24497,16.6,197.1
Franklin County,0.289521906,1738,4119,6003,FL,0.337047863,0.652173913,11815,11549,2.3,20.1,0.827,0.144,0.051,7.3,79.3,14.4,19843,20.6,21.6
Gadsden County,0.679106844,14994,6721,22079,FL,0.700955768,0.294643254,46281,47746,-3.1,15.5,0.423,0.552,0.105,9.5,77.2,14.9,17615,26.5,89.8
Gilchrist County,0.173081492,1457,6740,8418,FL,0.238366211,0.748229641,16997,16939,0.3,19.4,0.917,0.057,0.052,4.4,79.8,11.1,20180,24.1,48.4
Glades County,0.29184845,1271,2996,4355,FL,0.401855102,0.587615944,13635,12884,5.8,26.5,0.787,0.14,0.217,20.7,78,12.2,16011,24.5,16
Gulf County,0.235609287,1715,5320,7279,FL,0.283241874,0.702828198,15944,15863,0.5,18.1,0.78,0.191,0.05,4.6,79.5,13.6,18546,16.4,28.1
Hamilton County,0.348376445,1899,3439,5451,FL,0.411917098,0.580495929,14048,14799,-5.1,15.9,0.63,0.335,0.095,8.8,75.1,9.4,16295,23.6,28.8
Hardee County,0.283357529,2147,5238,7577,FL,0.340764331,0.64995846,27469,27731,-0.9,14.8,0.885,0.076,0.431,40.7,64.2,8.8,15366,29.6,43.5
Hendry County,0.415090942,4610,6192,11106,FL,0.466470299,0.525773196,38505,39140,-1.6,12.7,0.82,0.132,0.509,44.8,64.4,9.9,16133,26.7,34
Hernando County,0.338929249,31818,59029,93878,FL,0.452083308,0.537198091,175855,172777,1.8,27.5,0.905,0.057,0.116,10.5,86.5,15.5,21411,15.4,365.6
Highlands County,0.326855162,14901,29509,45589,FL,0.380466541,0.610556079,98236,98786,-0.6,33.8,0.856,0.106,0.184,18.9,81,14.9,20072,20.1,97.2
Hillsborough County,0.514932647,306422,265928,595072,FL,0.528451366,0.461500675,1316298,1229224,7.1,13.1,0.753,0.175,0.265,26.4,86.8,29.5,27149,16.8,1204.9
Holmes County,0.10016459,852,7476,8506,FL,0.152767706,0.836233986,19650,19927,-1.4,18.9,0.894,0.068,0.027,3.8,75.5,12,16845,23.8,41.6
Indian River County,0.362929772,28997,48564,79897,FL,0.384673525,0.608034152,144755,138028,4.9,30,0.873,0.094,0.119,14.3,87,26.6,30532,15.1,274.5
Jackson County,0.303995809,6383,14231,20997,FL,0.350620821,0.640735435,48801,49761,-1.9,18,0.698,0.27,0.048,5.7,78,14.2,17525,19.9,54.2
Jefferson County,0.462897527,3537,3930,7641,FL,0.505251025,0.487704918,14050,14761,-4.8,20.1,0.621,0.354,0.041,7.4,81.2,16.9,21184,17.2,24.7
